"rental_date","return_date","film_title","store_address","customer_name","customer_email","customer_address"
"2005-05-25 23:59:03","2005-05-31 02:56:03","STRANGELOVE DESIRE","47 MySakila Drive","COLEMAN, KATHRYN","KATHRYN.COLEMAN@sakilacustomer.org","927 Baha Blanca Parkway"
"2005-05-26 00:07:11","2005-06-04 00:20:11","FIDELITY DEVIL","47 MySakila Drive","BONE, DON","DON.BONE@sakilacustomer.org","596 Huixquilucan Place"
"2005-05-26 00:17:50","2005-05-29 23:21:50","CHARIOTS CONSPIRACY","47 MySakila Drive","JENNINGS, NAOMI","NAOMI.JENNINGS@sakilacustomer.org","1884 Shikarpur Avenue"
"2005-05-26 00:25:23","2005-06-01 19:29:23","UNFORGIVEN ZOOLANDER","28 MySQL Boulevard","BURNS, APRIL","APRIL.BURNS@sakilacustomer.org","483 Ljubertsy Parkway"
"2005-05-26 00:28:05","2005-06-02 21:30:05","DOOM DANCING","47 MySakila Drive","WEINER, RONALD","RONALD.WEINER@sakilacustomer.org","1145 Vilnius Manor"
"2005-05-26 00:28:39","2005-06-01 02:10:39","DADDY PITTSBURGH","47 MySakila Drive","ISBELL, FREDERICK","FREDERICK.ISBELL@sakilacustomer.org","1404 Taguig Drive"
"2005-05-26 00:37:28","2005-05-30 06:28:28","OUTBREAK DIVINE","47 MySakila Drive","WHITE, BETTY","BETTY.WHITE@sakilacustomer.org","770 Bydgoszcz Avenue"
"2005-05-26 00:41:10","2005-06-03 06:05:10","MIDSUMMER GROUNDHOG","47 MySakila Drive","MORGAN, EVELYN","EVELYN.MORGAN@sakilacustomer.org","943 Tokat Street"
"2005-05-26 00:47:47","2005-05-27 21:28:47","STORM HAPPINESS","28 MySQL Boulevard","QUINTANILLA, ROGER","ROGER.QUINTANILLA@sakilacustomer.org","381 Kabul Way"
"2005-05-26 00:55:56","2005-05-29 23:18:56","FACTORY DRAGON","47 MySakila Drive","HARPER, ROBERTA","ROBERTA.HARPER@sakilacustomer.org","927 Barcelona Street"
"2005-05-26 01:15:05","2005-06-01 00:03:05","BEHAVIOR RUNAWAY","28 MySQL Boulevard","BARBEE, CLAYTON","CLAYTON.BARBEE@sakilacustomer.org","1407 Pachuca de Soto Place"
"2005-05-26 01:19:05","2005-05-27 23:43:05","PULP BEVERLY","47 MySakila Drive","SHERROD, WARREN","WARREN.SHERROD@sakilacustomer.org","1621 Tongliao Avenue"
"2005-05-26 01:25:21","2005-05-26 21:17:21","CRUSADE HONEY","47 MySakila Drive","BILLINGSLEY, HENRY","HENRY.BILLINGSLEY@sakilacustomer.org","1516 Escobar Drive"
"2005-05-26 01:27:11","2005-06-03 00:30:11","LIGHTS DEER","47 MySakila Drive","NGO, JUSTIN","JUSTIN.NGO@sakilacustomer.org","519 Nyeri Manor"
"2005-05-26 01:34:28","2005-05-29 04:00:28","SAGEBRUSH CLUELESS","47 MySakila Drive","ABNEY, RAFAEL","RAFAEL.ABNEY@sakilacustomer.org","48 Maracabo Place"
"2005-05-26 01:46:20","2005-06-01 05:45:20","HEAVEN FREEDOM","28 MySQL Boulevard","CHAMBERS, KRISTINA","KRISTINA.CHAMBERS@sakilacustomer.org","544 Tarsus Boulevard"
"2005-05-26 01:51:48","2005-05-27 05:42:48","OUTBREAK DIVINE","47 MySakila Drive","LANE, RENEE","RENEE.LANE@sakilacustomer.org","533 al-Ayn Boulevard"
"2005-05-26 02:02:05","2005-05-27 03:38:05","EDGE KISSING","47 MySakila Drive","HALE, RAMONA","RAMONA.HALE@sakilacustomer.org","951 Stara Zagora Manor"
"2005-05-26 02:26:23","2005-06-04 06:36:23","KISSING DOLLS","47 MySakila Drive","GRAHAM, RITA","RITA.GRAHAM@sakilacustomer.org","1386 Yangor Avenue"
"2005-05-26 02:26:49","2005-05-28 00:32:49","DOGMA FAMILY","47 MySakila Drive","PALMER, MEGAN","MEGAN.PALMER@sakilacustomer.org","1560 Jelets Boulevard"
"2005-05-26 02:28:36","2005-06-02 03:21:36","MOTIONS DETAILS","47 MySakila Drive","HILL, ANNA","ANNA.HILL@sakilacustomer.org","127 Purnea (Purnia) Manor"
"2005-05-26 02:49:11","2005-05-31 01:28:11","STORY SIDE","28 MySQL Boulevard","MORRISSEY, JASON","JASON.MORRISSEY@sakilacustomer.org","1427 A Corua (La Corua) Place"
"2005-05-26 02:50:31","2005-05-27 03:07:31","CREEPERS KANE","28 MySQL Boulevard","CARRANZA, TONY","TONY.CARRANZA@sakilacustomer.org","454 Patiala Lane"
"2005-05-26 03:07:43","2005-06-02 02:09:43","MOON BUNCH","28 MySQL Boulevard","BULL, WESLEY","WESLEY.BULL@sakilacustomer.org","1469 Plock Lane"
"2005-05-26 03:09:30","2005-05-27 01:37:30","GRIT CLOCKWORK","47 MySakila Drive","BOUDREAU, BOBBY","BOBBY.BOUDREAU@sakilacustomer.org","1368 Maracabo Boulevard"
"2005-05-26 03:11:12","2005-06-02 03:53:12","SLEEPY JAPANESE","28 MySQL Boulevard","WOODS, FLORENCE","FLORENCE.WOODS@sakilacustomer.org","1532 Dzerzinsk Way"
"2005-05-26 03:14:15","2005-06-03 00:24:15","WITCHES PANIC","28 MySQL Boulevard","HARDISON, BRYAN","BRYAN.HARDISON@sakilacustomer.org","530 Lausanne Lane"
"2005-05-26 03:17:42","2005-05-29 04:11:42","NOTTING SPEAKEASY","28 MySQL Boulevard","CARROLL, JUNE","JUNE.CARROLL@sakilacustomer.org","757 Rustenburg Avenue"
"2005-05-26 03:42:10","2005-05-28 01:37:10","SHEPHERD MIDSUMMER","47 MySakila Drive","MILAM, JESSIE","JESSIE.MILAM@sakilacustomer.org","1332 Gaziantep Lane"
"2005-05-26 03:44:10","2005-05-28 07:13:10","SUMMER SCARFACE","28 MySQL Boulevard","WALDROP, HUGH","HUGH.WALDROP@sakilacustomer.org","904 Clarksville Drive"
"2005-05-26 03:46:26","2005-06-03 06:01:26","VISION TORQUE","47 MySakila Drive","PARKER, FRANCES","FRANCES.PARKER@sakilacustomer.org","686 Garland Manor"
"2005-05-26 03:47:39","2005-06-01 02:36:39","CRANES RESERVOIR","28 MySQL Boulevard","FOWLER, JO","JO.FOWLER@sakilacustomer.org","786 Stara Zagora Way"
"2005-05-26 04:14:29","2005-06-01 08:16:29","SEATTLE EXPECATIONS","47 MySakila Drive","CORNISH, ALLAN","ALLAN.CORNISH@sakilacustomer.org","947 Trshavn Place"
"2005-05-26 04:21:46","2005-06-04 07:09:46","FLYING HOOK","28 MySQL Boulevard","AUSTIN, ALMA","ALMA.AUSTIN@sakilacustomer.org","1074 Binzhou Manor"
"2005-05-26 04:26:06","2005-06-03 10:06:06","MASSACRE USUAL","28 MySQL Boulevard","MARTINEZ, RUTH","RUTH.MARTINEZ@sakilacustomer.org","1417 Lancaster Avenue"
"2005-05-26 04:46:23","2005-06-01 09:58:23","MOVIE SHAKESPEARE","28 MySQL Boulevard","SANDERS, TAMMY","TAMMY.SANDERS@sakilacustomer.org","1551 Rampur Lane"
"2005-05-26 04:47:06","2005-05-29 06:34:06","LOLA AGENT","28 MySQL Boulevard","STANFIELD, SERGIO","SERGIO.STANFIELD@sakilacustomer.org","1402 Zanzibar Boulevard"
"2005-05-26 04:49:17","2005-06-01 05:43:17","WASH HEAVENLY","47 MySakila Drive","GILBERT, TANYA","TANYA.GILBERT@sakilacustomer.org","647 A Corua (La Corua) Street"
"2005-05-26 05:01:18","2005-06-01 09:04:18","NOVOCAINE FLIGHT","47 MySakila Drive","SILVA, MAXINE","MAXINE.SILVA@sakilacustomer.org","1338 Zalantun Lane"
"2005-05-26 05:29:49","2005-05-28 10:10:49","HONEY TIES","28 MySQL Boulevard","GRUBER, ARMANDO","ARMANDO.GRUBER@sakilacustomer.org","869 Shikarpur Way"
"2005-05-26 05:30:03","2005-06-02 09:48:03","METAL ARMAGEDDON","47 MySakila Drive","WEBB, ETHEL","ETHEL.WEBB@sakilacustomer.org","569 Baicheng Lane"
"2005-05-26 05:32:52","2005-06-03 07:19:52","HALF OUTFIELD","47 MySakila Drive","CARY, TIM","TIM.CARY@sakilacustomer.org","1257 Guadalajara Street"
"2005-05-26 05:42:37","2005-06-04 00:38:37","SWEET BROTHERHOOD","28 MySQL Boulevard","RAPP, ANDRE","ANDRE.RAPP@sakilacustomer.org","568 Dhule (Dhulia) Loop"
"2005-05-26 05:47:12","2005-05-26 23:48:12","ROAD ROXANNE","28 MySQL Boulevard","BURKE, LYDIA","LYDIA.BURKE@sakilacustomer.org","1483 Pathankot Street"
"2005-05-26 06:01:41","2005-05-27 06:11:41","DEEP CRUSADE","47 MySakila Drive","MORENO, STELLA","STELLA.MORENO@sakilacustomer.org","1473 Changhwa Parkway"
"2005-05-26 06:11:28","2005-06-01 09:44:28","SUN CONFESSIONS","28 MySQL Boulevard","MILAM, JESSIE","JESSIE.MILAM@sakilacustomer.org","1332 Gaziantep Lane"
"2005-05-26 06:14:06","2005-05-28 05:33:06","VOYAGE LEGALLY","28 MySQL Boulevard","BUTTERFIELD, ALLEN","ALLEN.BUTTERFIELD@sakilacustomer.org","791 Salinas Street"
"2005-05-26 06:20:37","2005-06-02 10:57:37","HEDWIG ALTER","47 MySakila Drive","NEUMANN, RANDALL","RANDALL.NEUMANN@sakilacustomer.org","1245 Ibirit Way"
"2005-05-26 06:41:48","2005-05-30 06:21:48","STRAIGHT HOURS","28 MySQL Boulevard","CURTIS, LEAH","LEAH.CURTIS@sakilacustomer.org","906 Goinia Way"
"2005-05-26 06:52:33","2005-05-30 04:08:33","EXPENDABLE STALLION","47 MySakila Drive","HERNANDEZ, ANGELA","ANGELA.HERNANDEZ@sakilacustomer.org","786 Aurora Avenue"
"2005-05-26 06:52:36","2005-05-31 02:47:36","CALENDAR GUNFIGHT","28 MySQL Boulevard","PFEIFFER, BOB","BOB.PFEIFFER@sakilacustomer.org","415 Pune Avenue"
"2005-05-26 06:55:58","2005-05-27 10:54:58","ATLANTIS CAUSE","47 MySakila Drive","RUIZ, VIVIAN","VIVIAN.RUIZ@sakilacustomer.org","741 Ambattur Manor"
"2005-05-26 06:59:21","2005-06-03 05:04:21","TRUMAN CRAZY","28 MySQL Boulevard","KNOTT, KELLY","KELLY.KNOTT@sakilacustomer.org","390 Wroclaw Way"
"2005-05-26 07:03:49","2005-06-04 11:45:49","GUNFIGHT MOON","28 MySQL Boulevard","ROGERS, TERESA","TERESA.ROGERS@sakilacustomer.org","1964 Allappuzha (Alleppey) Street"
"2005-05-26 07:11:58","2005-05-28 09:06:58","INSIDER ARIZONA","47 MySakila Drive","JAMES, KATHY","KATHY.JAMES@sakilacustomer.org","492 Cam Ranh Street"
"2005-05-26 07:12:21","2005-05-31 12:07:21","STREETCAR INTENTIONS","28 MySQL Boulevard","SCHULER, KEVIN","KEVIN.SCHULER@sakilacustomer.org","470 Boksburg Street"
"2005-05-26 07:13:45","2005-06-04 02:02:45","COMFORTS RUSH","28 MySQL Boulevard","HIDALGO, MARCUS","MARCUS.HIDALGO@sakilacustomer.org","1289 Belm Boulevard"
"2005-05-26 07:27:36","2005-06-02 03:52:36","CHOCOLAT HARRY","47 MySakila Drive","ROBINSON, SHARON","SHARON.ROBINSON@sakilacustomer.org","1688 Okara Way"
"2005-05-26 07:27:57","2005-06-03 12:52:57","ROLLERCOASTER BRINGING","28 MySQL Boulevard","WEST, EDNA","EDNA.WEST@sakilacustomer.org","682 Junan Way"
"2005-05-26 07:30:37","2005-05-30 08:11:37","HAROLD FRENCH","47 MySakila Drive","HERZOG, CLAUDE","CLAUDE.HERZOG@sakilacustomer.org","486 Ondo Parkway"
"2005-05-26 07:59:37","2005-05-29 09:43:37","BETRAYED REAR","28 MySQL Boulevard","ELLIS, GRACE","GRACE.ELLIS@sakilacustomer.org","442 Rae Bareli Place"
"2005-05-26 08:01:54","2005-05-27 06:26:54","GRAFFITI LOVE","28 MySQL Boulevard","ARTIS, CARL","CARL.ARTIS@sakilacustomer.org","1628 Nagareyama Lane"
"2005-05-26 08:04:38","2005-05-27 09:32:38","AMERICAN CIRCUS","47 MySakila Drive","PARKER, FRANCES","FRANCES.PARKER@sakilacustomer.org","686 Garland Manor"
"2005-05-26 08:10:22","2005-05-27 03:55:22","SLACKER LIAISONS","47 MySakila Drive","JENNINGS, NAOMI","NAOMI.JENNINGS@sakilacustomer.org","1884 Shikarpur Avenue"
"2005-05-26 08:14:01","2005-05-27 09:00:01","CLOSER BANG","28 MySQL Boulevard","COUGHLIN, CARLOS","CARLOS.COUGHLIN@sakilacustomer.org","97 Mogiljov Lane"
"2005-05-26 08:14:15","2005-05-27 12:12:15","HALF OUTFIELD","28 MySQL Boulevard","GAMEZ, CLARENCE","CLARENCE.GAMEZ@sakilacustomer.org","767 Pyongyang Drive"
"2005-05-26 08:33:10","2005-05-28 14:09:10","SWEET BROTHERHOOD","28 MySQL Boulevard","ARNOLD, BEATRICE","BEATRICE.ARNOLD@sakilacustomer.org","1877 Ezhou Lane"
"2005-05-26 08:34:41","2005-05-30 12:46:41","COMA HEAD","47 MySakila Drive","MURPHY, CHERYL","CHERYL.MURPHY@sakilacustomer.org","1213 Ranchi Parkway"
"2005-05-26 08:44:08","2005-05-31 12:33:08","FORREST SONS","28 MySQL Boulevard","BROTHERS, CHRIS","CHRIS.BROTHERS@sakilacustomer.org","331 Bydgoszcz Parkway"
"2005-05-26 08:48:49","2005-05-31 04:06:49","FISH OPUS","47 MySakila Drive","GRIFFIN, LILLIAN","LILLIAN.GRIFFIN@sakilacustomer.org","669 Firozabad Loop"
"2005-05-26 09:02:47","2005-05-28 09:45:47","CHRISTMAS MOONSHINE","47 MySakila Drive","PETERS, SUE","SUE.PETERS@sakilacustomer.org","817 Bradford Loop"
"2005-05-26 09:17:43","2005-06-03 08:21:43","FEATHERS METAL","47 MySakila Drive","BUTLER, LOIS","LOIS.BUTLER@sakilacustomer.org","1370 Le Mans Avenue"
"2005-05-26 09:24:26","2005-05-31 03:24:26","WASH HEAVENLY","47 MySakila Drive","GOMEZ, JOSEPHINE","JOSEPHINE.GOMEZ@sakilacustomer.org","211 Chiayi Drive"
"2005-05-26 09:27:09","2005-06-04 11:53:09","KICK SAVANNAH","28 MySQL Boulevard","GRECO, CHRISTOPHER","CHRISTOPHER.GRECO@sakilacustomer.org","1224 Huejutla de Reyes Boulevard"
"2005-05-26 09:41:45","2005-05-28 04:40:45","PHILADELPHIA WIFE","28 MySQL Boulevard","MEADOR, RICARDO","RICARDO.MEADOR@sakilacustomer.org","591 Sungai Petani Drive"
"2005-05-26 10:06:49","2005-06-01 07:43:49","ELIZABETH SHANE","47 MySakila Drive","TIRADO, LONNIE","LONNIE.TIRADO@sakilacustomer.org","1658 Cuman Loop"
"2005-05-26 10:14:09","2005-05-29 05:57:09","SHANE DARKNESS","47 MySakila Drive","GORDON, LESLIE","LESLIE.GORDON@sakilacustomer.org","374 Bat Yam Boulevard"
"2005-05-26 10:14:38","2005-05-31 08:36:38","MOURNING PURPLE","28 MySQL Boulevard","JENKINS, LOUISE","LOUISE.JENKINS@sakilacustomer.org","929 Tallahassee Loop"
"2005-05-26 10:15:23","2005-05-30 11:43:23","PLUTO OLEANDER","47 MySakila Drive","BOSTIC, LEON","LEON.BOSTIC@sakilacustomer.org","734 Tanshui Avenue"
"2005-05-26 10:18:27","2005-06-04 06:59:27","VAMPIRE WHALE","47 MySakila Drive","WYMAN, BRIAN","BRIAN.WYMAN@sakilacustomer.org","1769 Iwaki Lane"
"2005-05-26 10:27:50","2005-06-01 07:01:50","CHICAGO NORTH","47 MySakila Drive","DELOACH, ALVIN","ALVIN.DELOACH@sakilacustomer.org","1447 Chatsworth Place"
"2005-05-26 10:44:04","2005-05-31 13:26:04","TRIP NEWTON","47 MySakila Drive","MORRISON, BESSIE","BESSIE.MORRISON@sakilacustomer.org","1926 Gingoog Street"
"2005-05-26 10:51:46","2005-05-30 07:24:46","BACKLASH UNDEFEATED","28 MySQL Boulevard","BAUGHMAN, ROBERT","ROBERT.BAUGHMAN@sakilacustomer.org","1883 Maikop Lane"
"2005-05-26 10:54:28","2005-06-04 09:39:28","CALIFORNIA BIRDS","28 MySQL Boulevard","CHISHOLM, JOHNNIE","JOHNNIE.CHISHOLM@sakilacustomer.org","1501 Pangkal Pinang Avenue"
"2005-05-26 11:19:20","2005-05-31 11:56:20","DRAGONFLY STRANGERS","47 MySakila Drive","RINEHART, MARK","MARK.RINEHART@sakilacustomer.org","780 Kimberley Way"
"2005-05-26 11:31:50","2005-05-30 15:22:50","DOOM DANCING","47 MySakila Drive","BELL, JEAN","JEAN.BELL@sakilacustomer.org","1114 Liepaja Street"
"2005-05-26 11:31:59","2005-05-27 07:27:59","TEEN APOLLO","28 MySQL Boulevard","SCHWARZ, BRUCE","BRUCE.SCHWARZ@sakilacustomer.org","1565 Tangail Manor"
"2005-05-26 11:38:05","2005-05-27 08:42:05","OUTBREAK DIVINE","28 MySQL Boulevard","HOLLAND, MABEL","MABEL.HOLLAND@sakilacustomer.org","51 Laredo Avenue"
"2005-05-26 11:43:44","2005-05-28 17:28:44","CLERKS ANGELS","28 MySQL Boulevard","WAUGH, JAMIE","JAMIE.WAUGH@sakilacustomer.org","958 Sagamihara Lane"
"2005-05-26 11:47:20","2005-06-03 10:39:20","EXCITEMENT EVE","47 MySakila Drive","MENA, CASEY","CASEY.MENA@sakilacustomer.org","539 Hami Way"
"2005-05-26 11:51:09","2005-06-04 09:36:09","SEABISCUIT PUNK","28 MySQL Boulevard","MARSHALL, SHERRY","SHERRY.MARSHALL@sakilacustomer.org","1987 Coacalco de Berriozbal Loop"
"2005-05-26 11:53:49","2005-05-28 13:55:49","EMPIRE MALKOVICH","28 MySQL Boulevard","CULP, THEODORE","THEODORE.CULP@sakilacustomer.org","1704 Tambaram Manor"
"2005-05-26 12:15:13","2005-05-29 18:10:13","BANGER PINOCCHIO","28 MySQL Boulevard","CHURCHILL, FERNANDO","FERNANDO.CHURCHILL@sakilacustomer.org","193 Bhusawal Place"
"2005-05-26 12:30:22","2005-05-27 06:49:22","CALENDAR GUNFIGHT","47 MySakila Drive","MONTGOMERY, STACEY","STACEY.MONTGOMERY@sakilacustomer.org","1333 Haldia Street"
"2005-05-26 12:30:26","2005-06-01 13:26:26","ANNIE IDENTITY","47 MySakila Drive","EDWARDS, JOYCE","JOYCE.EDWARDS@sakilacustomer.org","725 Isesaki Place"
"2005-05-26 12:40:23","2005-06-04 07:22:23","RULES HUMAN","47 MySakila Drive","HAMILTON, GLADYS","GLADYS.HAMILTON@sakilacustomer.org","1177 Jelets Way"
"2005-05-26 12:49:01","2005-05-28 11:43:01","WESTWARD SEABISCUIT","28 MySQL Boulevard","DAY, COURTNEY","COURTNEY.DAY@sakilacustomer.org","300 Junan Street"
"2005-05-26 13:05:08","2005-06-02 15:26:08","IMPACT ALADDIN","47 MySakila Drive","JOHNSTON, KRISTIN","KRISTIN.JOHNSTON@sakilacustomer.org","226 Brest Manor"
"2005-05-26 13:06:05","2005-06-03 17:28:05","GRAIL FRANKENSTEIN","47 MySakila Drive","PEMBERTON, LANCE","LANCE.PEMBERTON@sakilacustomer.org","454 Qinhuangdao Drive"
"2005-05-26 13:40:40","2005-05-31 11:58:40","DIRTY ACE","28 MySQL Boulevard","DOUGLAS, MARSHA","MARSHA.DOUGLAS@sakilacustomer.org","771 Yaound Manor"
"2005-05-26 13:46:59","2005-05-27 09:58:59","PEAK FOREVER","47 MySakila Drive","STONE, VERONICA","VERONICA.STONE@sakilacustomer.org","369 Papeete Way"
"2005-05-26 13:57:07","2005-05-29 10:12:07","NETWORK PEAK","47 MySakila Drive","WELCH, MARLENE","MARLENE.WELCH@sakilacustomer.org","1148 Saarbrcken Parkway"
"2005-05-26 14:01:05","2005-05-28 13:38:05","TITANIC BOONDOCK","47 MySakila Drive","FORD, CRYSTAL","CRYSTAL.FORD@sakilacustomer.org","659 Vaduz Drive"
"2005-05-26 14:07:58","2005-05-31 14:03:58","HIGHBALL POTTER","28 MySQL Boulevard","NOLAND, JULIO","JULIO.NOLAND@sakilacustomer.org","182 Nukualofa Drive"
"2005-05-26 14:19:09","2005-05-28 17:47:09","LORD ARIZONA","47 MySakila Drive","ROBINS, GREG","GREG.ROBINS@sakilacustomer.org","1786 Salinas Place"
"2005-05-26 14:30:24","2005-05-27 08:50:24","BLINDNESS GUN","47 MySakila Drive","BOLIN, MATHEW","MATHEW.BOLIN@sakilacustomer.org","163 Augusta-Richmond County Loop"
"2005-05-26 14:35:40","2005-05-29 17:17:40","VOICE PEACH","28 MySQL Boulevard","SCHMIDT, ROSEMARY","ROSEMARY.SCHMIDT@sakilacustomer.org","1215 Pyongyang Parkway"
"2005-05-26 14:39:53","2005-06-02 14:48:53","EAGLES PANKY","47 MySakila Drive","RILEY, BRITTANY","BRITTANY.RILEY@sakilacustomer.org","140 Chiayi Parkway"
"2005-05-26 14:43:14","2005-05-27 12:21:14","PACIFIC AMISTAD","28 MySQL Boulevard","PINSON, JEFFERY","JEFFERY.PINSON@sakilacustomer.org","966 Arecibo Loop"
"2005-05-26 14:43:48","2005-05-31 09:19:48","HANOVER GALAXY","28 MySQL Boulevard","HEATON, SHAWN","SHAWN.HEATON@sakilacustomer.org","1337 Mit Ghamr Avenue"
"2005-05-26 14:52:15","2005-05-27 12:45:15","RECORDS ZORRO","47 MySakila Drive","ELLIS, GRACE","GRACE.ELLIS@sakilacustomer.org","442 Rae Bareli Place"
"2005-05-26 15:20:58","2005-05-31 15:58:58","PULP BEVERLY","47 MySakila Drive","QUIGLEY, TROY","TROY.QUIGLEY@sakilacustomer.org","983 Santa F Way"
"2005-05-26 15:27:05","2005-05-29 16:25:05","MASSACRE USUAL","47 MySakila Drive","LEONE, LOUIS","LOUIS.LEONE@sakilacustomer.org","1191 Tandil Drive"
"2005-05-26 15:28:14","2005-05-30 18:38:14","SEABISCUIT PUNK","47 MySakila Drive","CORNWELL, BRETT","BRETT.CORNWELL@sakilacustomer.org","1197 Sokoto Boulevard"
"2005-05-26 15:32:46","2005-06-04 15:27:46","AGENT TRUMAN","28 MySQL Boulevard","CRAWLEY, MAURICE","MAURICE.CRAWLEY@sakilacustomer.org","1785 So Bernardo do Campo Street"
"2005-05-26 15:42:20","2005-05-31 13:21:20","BREAKING HOME","47 MySakila Drive","CLARK, MICHELLE","MICHELLE.CLARK@sakilacustomer.org","262 A Corua (La Corua) Parkway"
"2005-05-26 15:44:23","2005-06-02 09:47:23","FAMILY SWEET","28 MySQL Boulevard","RALSTON, VINCENT","VINCENT.RALSTON@sakilacustomer.org","397 Sunnyvale Avenue"
"2005-05-26 15:46:56","2005-05-28 15:49:56","UPRISING UPTOWN","47 MySakila Drive","DEAN, MARCIA","MARCIA.DEAN@sakilacustomer.org","1479 Rustenburg Boulevard"
"2005-05-26 15:47:40","2005-05-30 10:07:40","DROP WATERFRONT","28 MySQL Boulevard","AQUINO, OSCAR","OSCAR.AQUINO@sakilacustomer.org","956 Nam Dinh Manor"
"2005-05-26 16:00:49","2005-05-27 10:12:49","IDENTITY LOVER","28 MySQL Boulevard","BREWER, VICKIE","VICKIE.BREWER@sakilacustomer.org","1966 Tonghae Street"
"2005-05-26 16:07:38","2005-06-01 14:20:38","JUNGLE CLOSER","47 MySakila Drive","SATTERFIELD, WILLIAM","WILLIAM.SATTERFIELD@sakilacustomer.org","687 Alessandria Parkway"
"2005-05-26 16:08:05","2005-05-27 10:55:05","RESURRECTION SILVERADO","28 MySQL Boulevard","HOPKINS, HILDA","HILDA.HOPKINS@sakilacustomer.org","1831 Nam Dinh Loop"
"2005-05-26 16:16:21","2005-05-30 16:53:21","EARLY HOME","28 MySQL Boulevard","ESTEP, TRAVIS","TRAVIS.ESTEP@sakilacustomer.org","289 Santo Andr Manor"
"2005-05-26 16:19:08","2005-05-27 14:35:08","GRAFFITI LOVE","47 MySakila Drive","SANDERS, TAMMY","TAMMY.SANDERS@sakilacustomer.org","1551 Rampur Lane"
"2005-05-26 16:19:46","2005-05-27 15:59:46","SCALAWAG DUCK","47 MySakila Drive","MORRISSEY, JASON","JASON.MORRISSEY@sakilacustomer.org","1427 A Corua (La Corua) Place"
"2005-05-26 16:20:56","2005-06-03 12:40:56","AUTUMN CROW","28 MySQL Boulevard","LAWSON, JEANNE","JEANNE.LAWSON@sakilacustomer.org","387 Mwene-Ditu Drive"
"2005-05-26 16:22:01","2005-06-03 17:30:01","LIES TREATMENT","47 MySakila Drive","SIMMONS, TINA","TINA.SIMMONS@sakilacustomer.org","984 Effon-Alaiye Avenue"
"2005-05-26 16:27:11","2005-06-03 13:10:11","DAY UNFAITHFUL","28 MySQL Boulevard","JAMES, KATHY","KATHY.JAMES@sakilacustomer.org","492 Cam Ranh Street"
"2005-05-26 16:29:36","2005-05-29 18:49:36","GANGS PRIDE","47 MySakila Drive","ELLIOTT, KATIE","KATIE.ELLIOTT@sakilacustomer.org","447 Surakarta Loop"
"2005-05-26 16:48:51","2005-06-03 18:17:51","CHICKEN HELLFIGHTERS","47 MySakila Drive","TROUT, PAUL","PAUL.TROUT@sakilacustomer.org","746 Joliet Lane"
"2005-05-26 17:09:53","2005-06-04 22:35:53","GRAFFITI LOVE","28 MySQL Boulevard","HENRY, PAULINE","PAULINE.HENRY@sakilacustomer.org","261 Saint Louis Way"
"2005-05-26 17:16:07","2005-06-03 12:59:07","EASY GLADIATOR","47 MySakila Drive","BELL, JEAN","JEAN.BELL@sakilacustomer.org","1114 Liepaja Street"
"2005-05-26 17:32:11","2005-05-28 22:54:11","FERRIS MOTHER","28 MySQL Boulevard","PHILLIPS, JANET","JANET.PHILLIPS@sakilacustomer.org","1718 Valencia Street"
"2005-05-26 17:40:58","2005-06-02 16:43:58","ARMY FLINTSTONES","28 MySQL Boulevard","JOHNSTON, KRISTIN","KRISTIN.JOHNSTON@sakilacustomer.org","226 Brest Manor"
"2005-05-26 18:02:50","2005-06-03 18:48:50","CHILL LUCK","47 MySakila Drive","STEPP, ERNEST","ERNEST.STEPP@sakilacustomer.org","500 Lincoln Parkway"
"2005-05-26 18:36:58","2005-05-27 23:42:58","HEDWIG ALTER","47 MySakila Drive","PIERCE, SALLY","SALLY.PIERCE@sakilacustomer.org","1540 Wroclaw Drive"
"2005-05-26 18:49:35","2005-05-27 18:11:35","EARRING INSTINCT","47 MySakila Drive","VANHORN, ANDY","ANDY.VANHORN@sakilacustomer.org","966 Asuncin Way"
"2005-05-26 18:56:26","2005-06-01 16:32:26","WIZARD COLDBLOODED","47 MySakila Drive","CASTRO, JENNY","JENNY.CASTRO@sakilacustomer.org","1405 Chisinau Place"
"2005-05-26 19:05:05","2005-05-31 19:19:05","SEA VIRGIN","28 MySQL Boulevard","FRAZIER, GLENDA","GLENDA.FRAZIER@sakilacustomer.org","1246 Boksburg Parkway"
"2005-05-26 19:21:44","2005-06-04 14:18:44","BIRDS PERDITION","28 MySQL Boulevard","MARKHAM, WILLIE","WILLIE.MARKHAM@sakilacustomer.org","1623 Kingstown Drive"
"2005-05-26 19:41:40","2005-05-31 16:58:40","MADNESS ATTACKS","47 MySakila Drive","HUDSON, LAUREN","LAUREN.HUDSON@sakilacustomer.org","1740 Le Mans Loop"
"2005-05-26 19:44:51","2005-06-04 18:00:51","BIKINI BORROWERS","28 MySQL Boulevard","POULIN, BILLY","BILLY.POULIN@sakilacustomer.org","1061 Ede Avenue"
"2005-05-26 19:44:54","2005-06-02 01:10:54","SHREK LICENSE","28 MySQL Boulevard","THOMPSON, DONNA","DONNA.THOMPSON@sakilacustomer.org","270 Toulon Boulevard"
"2005-05-26 19:47:49","2005-06-03 20:53:49","SEATTLE EXPECATIONS","28 MySQL Boulevard","COLEMAN, KATHRYN","KATHRYN.COLEMAN@sakilacustomer.org","927 Baha Blanca Parkway"
